Time,PLCCellID_CE,PLCCellIDClass_CE,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE
2026/8/23 21:20,MW2045B68255,A46,A15616,-0.02421,52772.8,52036.2,3.24E+00,6.20E-04,17979
2026/8/23 21:20,MW2044B01511,O,A07873,-0.02338,52025.9,51727.3,3.24E+00,7.80E-04,18650
2026/8/23 21:20,MW2045B60265,A46,A15616,-0.02213,53906.2,52881.5,3.24E+00,7.60E-04,18100
2026/8/23 21:19,MW2045B63302,O,A07873,-0.01153,53758.6,50343.6,3.24E+00,6.80E-04,18723
2026/8/23 21:19,MW2045B67769,C46,A15616,-0.03386,53914.2,52292.6,3.24E+00,6.10E-04,18181
2026/8/23 21:19,MW2044B01759,O,A07873,-0.0702,51161.4,50524.7,0.00E+00,0.00E+00,18665
2026/8/23 21:19,MW2045B70076,O,A21304,-0.01799,51480.2,50656.3,3.24E+00,6.00E-04,18213
2026/8/23 21:19,MW2045B70076,O,A21304,-0.03628,50829.5,50916.8,3.24E+00,6.00E-04,18213
2026/8/23 21:18,MW2045B32645,O,A21304,-0.01431,54601.5,51766.6,3.24E+00,1.23E-03,18239
2026/8/23 21:18,MW2045B70074,O,A21304,-0.02559,53480.7,54379.5,3.24E+00,6.00E-04,18132
2026/8/23 21:18,MW2045B63254,O,A07873,-0.0203,50771.7,52915.7,3.24E+00,7.10E-04,18814
2026/8/23 21:18,MW2045B09979,O,A21304,-0.01001,51486.7,51524.4,3.23E+00,9.10E-04,18087
2026/8/23 21:17,MW2044B26010,O,A21304,-0.02439,54924.9,50881.1,3.24E+00,7.30E-04,18097
2026/8/23 21:17,MW2045B63255,O,A07873,-0.02156,51939.9,52220.7,3.24E+00,7.20E-04,18584
2026/8/23 21:17,MW2044B26009,O,A21304,-0.0555,54787.8,53525.8,3.24E+00,7.40E-04,17912
2026/8/23 21:17,MW2044B01392,O,A07873,-0.0307,51586.9,52153.7,3.24E+00,5.30E-04,18668
2026/8/23 21:16,MW2045B34330,O,A21304,-0.0693,50914.3,49599.8,3.23E+00,1.07E-03,17954
2026/8/23 21:16,MW2045B63253,O,A07873,-0.02597,54436.5,52368.3,3.24E+00,7.70E-04,18833
2026/8/23 21:16,MW2045B32646,O,A21304,-0.03969,54481.4,52301.2,3.24E+00,1.15E-03,18146
2026/8/23 21:16,MW2017B26726,A41,A18262,-0.03635,51692.2,52377.7,3.22E+00,6.20E-04,18343
2026/8/23 21:16,MW2045B09934,O,A21304,-0.0373,54192.7,50383.5,3.24E+00,8.70E-04,17955
2026/8/23 21:15,MW2017B28142,CHH,A18262,-0.0376,50674.7,53368.1,3.22E+00,7.40E-04,18778
2026/8/23 21:15,MW2045B34317,O,A21304,-0.0399,51645.7,52289.9,3.23E+00,1.04E-03,17850
2026/8/23 21:15,MW2017B31903,O,A18262,-0.03584,54958.5,50553.1,0.00E+00,0.00E+00,18819
2026/8/23 21:15,MW2045B09978,O,A21304,-0.03489,54507.2,51463.8,3.24E+00,9.20E-04,17968
2026/8/23 21:14,MW2044B09282,O,A21304,-0.01974,54995.6,54114.4,3.24E+00,9.10E-04,18250
2026/8/23 21:14,MW2016B03912,AC20,A10068,-0.02774,52901.2,52636.1,3.22E+00,8.80E-04,18317
2026/8/23 21:14,MW2017B18769,A43,A10068,-0.02672,54748.5,53154.4,3.23E+00,7.80E-04,18039
2026/8/23 21:13,MW2019B00751,A42,A10068,-0.03484,50926.1,53150.3,3.23E+00,7.70E-04,18035
2026/8/23 21:13,MW2019B00757,A42,A10068,-0.0354,53355.2,50308.1,3.23E+00,7.80E-04,18052
2026/8/23 21:12,MW2018B00109,AC20,A10068,-0.03799,51817.5,52110.5,3.23E+00,8.20E-04,17953
2026/8/23 21:12,MW2016B09914,CHH,A18262,-0.0367,50668.8,53043.3,3.22E+00,5.30E-04,18638
2026/8/23 21:12,MW2019B00794,A43,A10068,-0.03398,51759.3,53859.2,3.23E+00,7.90E-04,18019
2026/8/23 21:11,MW2016B09913,CHH,A18262,-0.0141,53477.3,50241.8,3.21E+00,5.40E-04,18597
2026/8/23 21:11,MW2019B00776,A42,A10068,-0.01131,53965.8,51271.9,3.23E+00,7.80E-04,18140
2026/8/23 21:11,MW2019B00823,A42,A10068,-0.03055,51527.3,49272.9,3.23E+00,7.90E-04,18074
2026/8/23 21:11,MW2017B31930,A41,A18262,-0.01691,52503.4,52988.1,3.22E+00,5.10E-04,18827
2026/8/23 21:11,MW2019B00814,A42,A10068,-0.03359,52578.6,53573.7,3.23E+00,8.00E-04,18164
2026/8/23 21:10,MW2017B28940,CHH,A18262,-0.02972,52635.6,49487.2,3.22E+00,4.90E-04,18482
2026/8/23 21:10,MW2019B00772,A43,A10068,-0.0499,52870.6,54570.1,3.23E+00,7.80E-04,18021
2026/8/23 21:10,MW2017B31931,A41,A18262,-0.03177,53887.4,53458.8,3.22E+00,5.10E-04,18680
2026/8/23 21:10,MW2017B24477,A42,A10068,-0.0664,54429.3,50391.5,3.22E+00,6.20E-04,17725
2026/8/23 21:10,MW2017B31932,A41,A18262,-0.0777,53797.6,54549.4,3.22E+00,4.90E-04,18569
2026/8/23 21:09,MW2017B24476,A42,A10068,-0.023,51505.3,52465.9,3.22E+00,6.00E-04,17817
2026/8/23 21:09,MW2017B31933,A41,A18262,-0.0288,54846.6,53638.6,3.22E+00,4.90E-04,18689
2026/8/23 21:09,MW2017B23889,A42,A16850,-0.03945,50760.8,49650.3,3.23E+00,6.80E-04,18024
2026/8/23 21:09,MW2017B31934,A42,A18262,-0.03048,53286.6,54263.9,3.22E+00,5.20E-04,18798
2026/8/23 21:09,MW2017B23890,A43,A16850,-0.01186,53346.2,51057.2,3.23E+00,6.90E-04,18153
2026/8/23 21:08,MW2017B27258,A41,A18262,-0.0233,53201.1,51288.3,3.23E+00,6.40E-04,18531
2026/8/23 21:08,MW2017B16946,A41,A16850,-0.01308,51514.8,51360.7,3.22E+00,7.90E-04,18003
2026/8/23 21:08,MW2017B16949,A42,A16850,-0.03134,54996.9,51376.4,3.22E+00,6.40E-04,18066
2026/8/23 21:08,MW2017B29981,A41,A10066,-0.01037,50657.7,49868.9,3.23E+00,7.50E-04,18701
2026/8/23 21:07,MW2017B16942,A43,A16850,-0.01721,52404.5,51810.7,3.22E+00,6.40E-04,18053
2026/8/23 21:07,MW2016B09746,A41,A10066,-0.01665,54105.6,51470.7,3.22E+00,5.40E-04,18471
2026/8/23 21:07,MW2017B16947,AC20,A16850,-0.03488,54178.9,51908.8,3.21E+00,8.40E-04,18168
2026/8/23 21:07,MW2016B10738,C41,A10066,-0.01575,53759.6,54513.2,3.22E+00,5.30E-04,18725
2026/8/23 21:07,MW2017B16944,A42,A16850,-0.0659,50437.7,54639.5,3.22E+00,6.50E-04,18062
2026/8/23 21:06,MW2017B31197,CHH,A10066,-0.02719,54383.1,52271.3,3.22E+00,5.90E-04,18738
2026/8/23 21:06,MW2017B16945,A41,A16850,-0.01679,54118.8,54418.2,3.22E+00,6.50E-04,17876
2026/8/23 21:06,MW2017B31216,CHH,A10066,-0.03491,53986.9,53587.1,3.22E+00,6.40E-04,18745
2026/8/23 21:06,MW2017B26582,C43,A16850,-0.034,53971.5,49933.9,3.22E+00,8.00E-04,17644
2026/8/23 21:06,MW2017B27255,B41,A10066,-0.01161,51834.3,50076.6,3.23E+00,6.60E-04,18465
2026/8/23 21:05,MW2017B26581,A43,A16850,-0.03561,52842.9,53254.4,3.23E+00,7.70E-04,17751
2026/8/23 21:05,MW2017B28496,O,A10066,-0.04068,51648.8,51627.7,0.00E+00,0.00E+00,18826
2026/8/23 21:05,MW2017B26580,A43,A16850,-0.0379,53296.7,49771.8,3.23E+00,7.80E-04,17712
2026/8/23 21:05,MW2017B26578,AC20,A16850,-0.01512,51015.4,54996.4,3.23E+00,8.10E-04,17711
2026/8/23 21:04,MW2016B09745,A41,A23319,-0.03805,54858.8,53968.8,3.22E+00,6.20E-04,17846
2026/8/23 21:04,MW2016B09753,A42,A23319,-0.0199,52286.8,54925.3,3.22E+00,6.40E-04,17780
2026/8/23 21:03,MW2017B31941,C41,A23319,-0.03615,51028.5,52890.7,3.22E+00,6.20E-04,18301
2026/8/23 21:03,MW2016B09754,A41,A23319,-0.02504,54638.9,51478.7,3.22E+00,6.60E-04,17767
2026/8/23 21:03,MW2016B09755,A41,A23319,-0.02274,52966.7,49446.5,3.22E+00,6.60E-04,17865
2026/8/23 21:02,MW2016B09944,A41,A23319,-0.096,53029.6,54483.8,3.22E+00,7.30E-04,17743
2026/8/23 21:02,MW2017B27254,B41,A10066,-0.095,53837.8,50164.8,3.23E+00,6.50E-04,18497
2026/8/23 21:02,MW2016B09942,AC20,A23319,-0.01833,53536.1,53913.9,3.23E+00,8.70E-04,18066
2026/8/23 21:01,MW2017B28485,A41,A10066,-0.01033,51413.6,50508.9,3.22E+00,5.50E-04,18634
2026/8/23 21:01,MW2017B31935,A41,A23319,-0.079,52040.5,49619.2,3.21E+00,6.10E-04,18185
2026/8/23 21:01,MW2016B09941,A42,A23319,-0.03958,53364.5,49667.4,3.23E+00,7.90E-04,17845
2026/8/23 21:01,MW2017B28486,CHH,A10066,-0.01747,51589.9,53815.5,3.22E+00,5.30E-04,18536
2026/8/23 21:01,MW2016B09940,AC20,A23319,-0.03829,52105.9,54119.7,3.23E+00,8.30E-04,17938
2026/8/23 21:00,MW2017B28160,A41,A10066,-0.03615,54408.2,51990.5,3.23E+00,7.70E-04,18969
2026/8/23 21:00,MW2017B24930,A41,A23319,-0.0977,52971.4,50659.6,3.22E+00,6.10E-04,18004
2026/8/23 21:00,MW2017B28141,CHH,A10066,-0.01184,52240.8,52962.6,3.22E+00,6.90E-04,18906
2026/8/23 21:00,MW2017B22297,AC20,A23319,-0.0478,51331.5,49352.2,3.23E+00,8.40E-04,17871
2026/8/23 20:59,MW2017B27718,A46,A18971,-0.01147,54960.1,49443.7,3.23E+00,6.30E-04,18693
2026/8/23 20:59,MW2017B26899,A43,A13308,-0.01152,52524.9,49785.7,3.22E+00,6.30E-04,17858
2026/8/23 20:59,MW2017B27565,CHH,A18971,-0.03613,52348.8,50663.8,3.23E+00,5.30E-04,18677
2026/8/23 20:59,MW2017B26901,A43,A13308,-0.02843,54923.7,54350.4,3.22E+00,6.70E-04,18065
2026/8/23 20:59,MW2017B27564,O,A18971,-0.045,52617.4,53035.5,0.00E+00,0.00E+00,18668
2026/8/23 20:58,MW2017B26785,A41,A13308,-0.043,54195.4,53626.3,3.22E+00,7.20E-04,17491
2026/8/23 20:58,MW2017B11990,C43,A13308,-0.02755,51585.9,53836.4,3.21E+00,6.20E-04,18026
2026/8/23 20:58,MW2017B26689,C43,A13308,-0.02066,52551.3,52924.6,3.21E+00,7.10E-04,17556
2026/8/23 20:57,MW2017B26694,C43,A13308,-0.076,52750.1,50359.4,3.22E+00,6.80E-04,17593
2026/8/23 20:57,MW2017B26693,C43,A13308,-0.02778,53222.1,53729.1,3.22E+00,7.10E-04,17588
2026/8/23 20:57,MW2017B28280,CHH,A18971,-0.03985,53650.9,54618.8,3.22E+00,6.20E-04,18781
2026/8/23 20:56,MW2017B26692,C43,A13308,-0.02497,52958.4,53640.4,3.22E+00,7.00E-04,17589
2026/8/23 20:56,MW2017B28282,A46,A18971,-0.01827,53922.7,54259.8,3.22E+00,7.70E-04,18808
2026/8/23 20:56,MW2017B26691,C43,A13308,-0.01561,51349.9,53427.9,3.22E+00,7.10E-04,17646
2026/8/23 20:56,MW2017B31976,CHH,A18971,-0.01,54989.7,51410.3,3.22E+00,5.00E-04,18894
2026/8/23 20:56,MW2017B26690,C43,A13308,-0.01487,53239.8,51310.6,3.21E+00,7.00E-04,17542
2026/8/23 20:55,MW2017B27721,A46,A18971,-0.046,51797.4,50947.7,3.22E+00,7.70E-04,18513
2026/8/23 20:55,MW2017B29787,A42,A13308,-0.0307,51303.7,50615.6,3.22E+00,7.50E-04,18115
2026/8/23 20:55,MW2017B27726,CHH,A18971,-0.03818,52862.1,54119.8,3.22E+00,6.60E-04,18674
2026/8/23 20:55,MW2017B29788,C42,A13308,-0.0156,51105.6,53696.8,3.22E+00,7.60E-04,18112
2026/8/23 20:54,MW2017B27725,CHH,A18971,-0.02861,54766.4,52260.1,3.22E+00,6.40E-04,18727
2026/8/23 20:54,MW2017B21028,A43,A20394,-0.09,52262.8,54963.5,3.23E+00,7.30E-04,18084
2026/8/23 20:54,MW2017B28276,A46,A18971,-0.05,53369.3,51320.2,3.22E+00,7.00E-04,18870
2026/8/23 20:54,MW2017B28277,A46,A18971,-0.03841,53299.8,54017.7,3.22E+00,6.20E-04,18750
2026/8/23 20:53,MW2017B21026,A43,A20394,-0.02883,52170.8,53184.7,3.23E+00,7.70E-04,18040
2026/8/23 20:53,MW2017B28278,CHH,A18971,-0.0626,52546.2,49451.4,3.21E+00,6.90E-04,18974
2026/8/23 20:53,MW2017B18263,A42,A20394,-0.02101,53892.9,50387.6,3.23E+00,7.20E-04,18131
2026/8/23 20:53,MW2017B24921,A42,A16029,-0.02823,51128.5,53668.7,3.23E+00,5.30E-04,18606
2026/8/23 20:53,MW2017B18286,AC20,A20394,-0.0378,50810.8,53652.9,3.22E+00,8.30E-04,18044
2026/8/23 20:52,MW2017B24813,A43,A16029,-0.0708,51804.3,49379.5,3.22E+00,5.40E-04,18712
2026/8/23 20:52,MW2017B18285,A42,A20394,-0.03485,53786.4,53722.2,3.22E+00,7.00E-04,18201
2026/8/23 20:52,MW2017B18284,A41,A20394,-0.03714,51655.7,54953.6,3.22E+00,7.20E-04,18304
2026/8/23 20:52,MW2017B24856,A43,A16029,-0.01696,50655.8,49318.8,3.21E+00,5.50E-04,18551
2026/8/23 20:51,MW2017B18282,AC20,A20394,-0.0396,51168.6,54273.7,3.22E+00,8.30E-04,17957
2026/8/23 20:51,MW2017B24814,A42,A16029,-0.0162,52626.7,49144.1,3.21E+00,5.40E-04,18658
2026/8/23 20:51,MW2017B23515,A42,A20394,-0.02561,50807.9,53575.7,3.23E+00,6.70E-04,17876
2026/8/23 20:51,MW2017B24815,A42,A16029,-0.03799,54344.6,50321.1,3.21E+00,5.50E-04,18771
2026/8/23 20:51,MW2017B18281,A41,A20394,-0.0377,53944.2,53774.3,3.22E+00,7.10E-04,18282
2026/8/23 20:50,MW2017B24855,A43,A16029,-0.02063,53463.6,50918.2,3.23E+00,5.30E-04,18624
2026/8/23 20:50,MW2017B23518,A43,A20394,-0.0116,54813.7,49848.2,3.23E+00,6.70E-04,17914
2026/8/23 20:50,MW2017B24816,A42,A16029,-0.0276,53634.6,49265.7,3.23E+00,5.50E-04,18696
2026/8/23 20:50,MW2017B24732,A43,A20394,-0.03943,52188.4,49343.6,3.22E+00,6.20E-04,18035
2026/8/23 20:49,MW2017B28294,C43,A16029,-0.0311,51158.5,54683.2,3.21E+00,5.90E-04,18675
2026/8/23 20:49,MW2017B23519,C43,A20394,-0.03952,51238.2,50222.5,3.22E+00,6.70E-04,17873
2026/8/23 20:49,MW2017B24875,A43,A16029,-0.0278,51620.3,53427.2,3.22E+00,5.40E-04,18692
2026/8/23 20:49,MW2044B06924,AC20,A18037,-0.02727,52023.8,51944.4,3.24E+00,9.30E-04,17981
2026/8/23 20:49,MW2017B24874,A43,A16029,-0.03272,51106.7,49753.5,3.22E+00,5.20E-04,18624
2026/8/23 20:49,MW2044B04736,A42,A18037,-0.03817,52350.3,49917.6,3.24E+00,8.00E-04,18032
2026/8/23 20:48,MW2044B04737,AC20,A18037,-0.0707,52383.1,52478.5,3.24E+00,9.20E-04,18074
2026/8/23 20:48,MW2017B24873,C43,A16029,-0.01277,51491.9,54118.2,3.21E+00,5.30E-04,18623
2026/8/23 20:48,MW2044B06406,A43,A18037,-0.0116,50592.8,50188.7,3.24E+00,7.50E-04,17950
2026/8/23 20:48,MW2017B24752,C42,A16029,-0.02505,50341.7,50504.3,3.21E+00,5.40E-04,18660
2026/8/23 20:47,MW2017B21065,A43,A16871,-0.003,50570.5,52619.7,3.22E+00,6.10E-04,18502
2026/8/23 20:47,MW2017B21066,C43,A16871,-0.056,54339.9,50306.1,3.22E+00,5.80E-04,18804
2026/8/23 20:47,MW2044B06403,A43,A18037,-0.0424,54359.6,52168.7,3.24E+00,7.50E-04,18032
2026/8/23 20:46,MW2017B21068,A43,A16871,-0.04149,53262.7,50398.9,3.22E+00,6.10E-04,18800
2026/8/23 20:46,MW2044B02505,CHH,A18037,-0.03721,50705.7,53249.2,3.23E+00,5.70E-04,18019
2026/8/23 20:46,MW2044B02504,CHH,A18037,-0.02702,54657.9,51809.4,3.23E+00,5.60E-04,18055
2026/8/23 20:46,MW2017B21069,A43,A16871,-0.03934,51297.9,53912.5,3.23E+00,5.80E-04,18669
2026/8/23 20:46,MW2044B09969,AC20,A18037,-0.0653,54683.8,54713.7,3.24E+00,8.20E-04,18158
2026/8/23 20:45,MW2017B21070,A43,A16871,-0.0783,54434.8,54188.8,3.23E+00,5.90E-04,18559
2026/8/23 20:45,MW2044B05429,AC20,A18037,-0.03718,53700.4,54822.4,3.24E+00,8.50E-04,18205
2026/8/23 20:45,MW2017B21071,A43,A16871,-0.0303,54213.4,49200.8,3.22E+00,6.60E-04,18636
2026/8/23 20:45,MW2044B05431,A42,A18037,-0.03744,54879.4,51032.1,3.24E+00,6.90E-04,17930
2026/8/23 20:45,MW2017B21072,A43,A16871,-0.02768,51878.5,52419.3,3.22E+00,5.80E-04,18806
2026/8/23 20:44,MW2044B04566,A42,A18037,-0.03959,54694.7,52206.2,3.24E+00,7.70E-04,18076
2026/8/23 20:44,MW2017B21073,A43,A16871,-0.0532,52012.6,49953.4,3.23E+00,5.50E-04,18714
2026/8/23 20:44,MW2045B46671,AC20,A18037,-0.03952,53858.7,51606.7,3.24E+00,9.10E-04,17928
2026/8/23 20:44,MW2017B21074,A43,A16871,-0.03224,51503.8,52938.5,3.22E+00,5.90E-04,18500
2026/8/23 20:43,MW2017B21025,O,A16871,-0.02695,51328.4,52551.3,0.00E+00,0.00E+00,18656
2026/8/23 20:43,MW2016B08502,A43,A17951,-0.0344,53239.9,49213.5,3.23E+00,7.10E-04,18119
2026/8/23 20:42,MW2016B08501,A43,A17951,-0.0713,52162.9,53816.6,3.23E+00,7.50E-04,18195
2026/8/23 20:42,MW2017B18814,A42,A17951,-0.03062,53246.6,52168.4,3.23E+00,7.90E-04,17954
2026/8/23 20:41,MW2017B18810,A42,A17951,-0.0895,53577.2,49415.7,3.23E+00,8.00E-04,18077
2026/8/23 20:41,MW2017B18515,AC20,A17951,-0.02386,51421.2,49148.3,3.23E+00,8.10E-04,17992
2026/8/23 20:41,MW2017B26093,A43,A17951,-0.0641,53516.1,53306.8,3.23E+00,7.70E-04,17828
2026/8/23 20:40,MW2017B26092,A43,A17951,-0.03676,52226.1,53822.6,3.23E+00,7.60E-04,17830
2026/8/23 20:40,MW2017B26091,C43,A17951,-0.01837,51209.4,49843.4,3.22E+00,7.60E-04,17906
2026/8/23 20:39,MW2017B26090,A43,A17951,-0.02459,53858.3,52460.4,3.23E+00,7.50E-04,17855
2026/8/23 20:39,MW2017B26089,A43,A17951,-0.02801,52077.6,54368.3,3.22E+00,7.40E-04,17874
2026/8/23 20:39,MW2017B26088,A43,A17951,-0.0174,52506.5,53711.9,3.22E+00,7.70E-04,17762
2026/8/23 20:38,MW2017B26087,A43,A17951,-0.01373,53197.4,49392.5,3.23E+00,7.70E-04,17781
2026/8/23 20:38,MW2017B21075,A42,A16871,-0.01128,51890.7,50046.8,3.22E+00,5.90E-04,18499
2026/8/23 20:38,MW2017B24475,A42,A03081,-0.03898,53506.7,51590.8,3.22E+00,6.30E-04,17958
2026/8/23 20:38,MW2017B21024,A42,A16871,-0.02994,50726.2,52571.7,3.23E+00,6.30E-04,18611
2026/8/23 20:37,MW2017B24582,A43,A03081,-0.01151,51408.7,54538.5,3.22E+00,6.40E-04,18114
2026/8/23 20:37,MW2017B26727,A43,A18574,-0.0803,53643.3,54049.9,3.22E+00,6.10E-04,18597
2026/8/23 20:37,MW2017B27250,A41,A03081,-0.0224,51778.5,54240.6,3.22E+00,7.40E-04,17848
2026/8/23 20:37,MW2016B08659,O,A18574,-0.02123,54497.2,49501.7,0.00E+00,0.00E+00,18505
2026/8/23 20:37,MW2017B27251,A41,A03081,-0.0854,52295.5,54981.2,3.22E+00,7.50E-04,17927
2026/8/23 20:36,MW2017B27252,A41,A03081,-0.02882,52390.8,52189.8,3.23E+00,7.40E-04,17988
2026/8/23 20:36,MW2017B27253,A41,A03081,-0.0183,52581.2,54466.6,3.23E+00,7.60E-04,17937
2026/8/23 20:35,MW2016B09938,AC20,A03081,-0.01729,54528.8,54908.6,3.23E+00,8.20E-04,17988
2026/8/23 20:35,MW2016B09939,AC20,A03081,-0.02158,51185.6,52044.9,3.23E+00,8.40E-04,17907
2026/8/23 20:35,MW2017B27756,CHH,A03081,-0.03156,54225.9,53594.4,3.22E+00,7.10E-04,17997
2026/8/23 20:34,MW2017B27759,CHH,A03081,-0.01708,54905.8,49197.8,3.22E+00,7.70E-04,18053
2026/8/23 20:34,MW2016B09747,A41,A03081,-0.0799,52249.1,50737.9,3.23E+00,6.20E-04,17891
2026/8/23 20:33,MW2017B31937,A41,A03081,-0.0981,53147.7,51809.3,3.22E+00,6.20E-04,18106
2026/8/23 20:32,MW2017B26584,O,A18574,-0.01841,50370.3,50481.9,0.00E+00,0.00E+00,18397
2026/8/23 20:30,MW2017B23483,A43,A03364,-0.0805,54696.8,49936.3,3.23E+00,6.70E-04,17960
2026/8/23 20:30,MW2017B23484,A43,A03364,-0.02014,51175.7,51835.4,3.22E+00,6.60E-04,17984
2026/8/23 20:29,MW2017B23485,A43,A03364,-0.04036,50840.3,50992.3,3.22E+00,6.60E-04,17972
2026/8/23 20:29,MW2016B07982,B43,A03364,-0.01749,53323.6,50859.6,3.23E+00,7.00E-04,17911
2026/8/23 20:29,MW2016B07983,B43,A03364,-0.01685,53022.9,52725.9,3.20E+00,7.80E-04,17971
2026/8/23 20:28,MW2016B07984,D43,A03364,-0.02564,54615.3,51090.7,3.23E+00,7.40E-04,17892
2026/8/23 20:28,MW2016B07985,D43,A03364,-0.03398,54767.1,53357.8,3.23E+00,7.80E-04,17753
2026/8/23 20:27,MW2016B07986,AC20,A03364,-0.0608,52084.2,49896.7,3.23E+00,8.20E-04,18009
2026/8/23 20:27,MW2016B07987,B43,A03364,-0.04152,50907.8,53709.6,3.22E+00,7.90E-04,17950
2026/8/23 20:27,MW2017B26074,A43,A03364,-0.0876,52037.9,53095.3,3.23E+00,7.90E-04,17765
2026/8/23 20:26,MW2017B24750,C42,A03364,-0.03272,50907.9,51361.3,3.21E+00,6.50E-04,18152
2026/8/23 20:26,MW2017B24751,A42,A03364,-0.03878,53785.6,49281.5,3.21E+00,6.50E-04,18163
2026/8/23 20:25,MW2017B18705,A43,A06287,-0.01739,53355.9,54074.9,3.23E+00,7.90E-04,18192
2026/8/23 20:25,MW2017B24860,A43,A06287,-0.01632,53083.8,52241.3,3.23E+00,6.40E-04,17997
2026/8/23 20:25,MW2017B24858,A43,A06287,-0.02187,53150.3,52672.1,3.23E+00,6.30E-04,17989
2026/8/23 20:24,MW2017B32973,A42,A06287,-0.01604,52167.8,50030.9,3.23E+00,8.00E-04,17773
2026/8/23 20:24,MW2017B32974,AC20,A06287,-0.0866,51978.9,52724.8,3.23E+00,8.10E-04,17668
2026/8/23 20:24,MW2017B32975,A42,A06287,-0.01804,51316.4,54926.3,3.23E+00,8.00E-04,17766
2026/8/23 20:23,MW2017B26735,C42,A06287,-0.02175,54712.6,52044.9,3.22E+00,6.50E-04,17537
2026/8/23 20:23,MW2017B26583,A43,A18574,-0.03837,50847.4,51087.9,3.22E+00,6.80E-04,18426
2026/8/23 20:23,MW2017B24864,A43,A06287,-0.03912,53324.3,52761.6,3.22E+00,6.40E-04,17972
2026/8/23 20:23,MW2017B15503,A43,A18574,-0.02021,52202.4,50877.2,3.22E+00,6.30E-04,18563
2026/8/23 20:22,MW2017B24863,A43,A06287,-0.01954,51331.6,54587.6,3.23E+00,6.40E-04,18086
2026/8/23 20:22,MW2016B08504,A43,A18574,-0.0931,51918.2,52259.9,3.23E+00,7.10E-04,18865
2026/8/23 20:22,MW2017B24862,A43,A06287,-0.0905,51577.1,51775.3,3.23E+00,6.40E-04,18000
2026/8/23 20:22,MW2016B08503,A43,A18574,-0.02968,51939.9,49750.2,3.22E+00,6.20E-04,18758
2026/8/23 20:22,MW2017B24861,A43,A06287,-0.02671,53992.3,49705.3,3.22E+00,6.50E-04,18028
2026/8/23 20:21,MW2017B26636,A43,A18574,-0.0952,54163.1,53941.8,3.23E+00,7.40E-04,18508
2026/8/23 20:21,MW2017B24909,A42,A06287,-0.02798,54129.6,51553.9,3.23E+00,6.30E-04,17960
2026/8/23 20:21,MW2017B26635,O,A18574,-0.03801,52478.8,49420.9,0.00E+00,0.00E+00,18382
2026/8/23 20:19,MW2017B19762,A43,A19056,-0.03876,51104.8,53455.9,3.23E+00,7.50E-04,18046
2026/8/23 20:18,MW2017B26082,A43,A19056,-0.02641,50411.3,53374.4,3.23E+00,7.70E-04,17799
2026/8/23 20:18,MW2016B07988,B42,A19056,-0.0182,53230.9,51809.5,3.23E+00,7.80E-04,17922
2026/8/23 20:18,MW2016B07989,A42,A19056,-0.03686,52484.8,49383.4,3.22E+00,7.70E-04,17847
2026/8/23 20:18,MW2017B26634,A43,A18574,-0.03331,50712.9,51743.5,3.23E+00,7.10E-04,18536
2026/8/23 20:17,MW2017B20414,AC20,A19056,-0.0742,53108.6,51800.9,3.23E+00,8.70E-04,17863
2026/8/23 20:17,MW2017B26633,A43,A18574,-0.03132,53875.3,50282.4,3.23E+00,6.50E-04,18297
2026/8/23 20:17,MW2017B20413,AC20,A19056,-0.03507,52369.6,49354.9,3.23E+00,8.30E-04,18039
2026/8/23 20:17,MW2017B26079,A43,A18574,-0.02016,53429.5,50713.8,3.23E+00,7.00E-04,18498
2026/8/23 20:16,MW2017B20412,D42,A19056,-0.03581,51240.9,49798.5,3.23E+00,7.90E-04,17976
2026/8/23 20:16,MW2017B26898,A43,A23973,-0.04189,51177.5,51401.5,3.22E+00,5.30E-04,18431
2026/8/23 20:16,MW2017B20410,AC20,A19056,-0.017,51168.2,49317.5,3.23E+00,8.30E-04,17933
2026/8/23 20:16,MW2017B26788,A42,A23973,-0.01608,53341.1,51117.1,3.22E+00,6.10E-04,18269
2026/8/23 20:16,MW2017B21018,A42,A19056,-0.01491,53312.6,49487.4,3.22E+00,7.60E-04,18293
2026/8/23 20:15,MW2017B26787,A42,A23973,-0.01588,54073.6,54238.6,3.22E+00,6.50E-04,18214
2026/8/23 20:15,MW2017B21019,A41,A19056,-0.0628,51767.3,53697.8,3.21E+00,7.70E-04,18221
2026/8/23 20:15,MW2017B26786,C42,A23973,-0.03331,52555.9,51882.8,3.22E+00,6.20E-04,18127
2026/8/23 20:15,MW2017B21022,A42,A19056,-0.03602,54756.2,54819.2,3.23E+00,7.20E-04,18224
2026/8/23 20:14,MW2017B22221,O,A23973,-0.03388,54710.8,49182.5,0.00E+00,0.00E+00,18369
2026/8/23 20:14,MW2017B21021,A42,A19056,-0.01934,52322.8,51392.6,3.22E+00,7.10E-04,17978
2026/8/23 20:13,MW2016B11092,A43,A19908,-0.01334,54923.1,51525.9,3.22E+00,6.10E-04,18237
2026/8/23 20:12,MW2016B10481,A42,A19908,-0.03244,52950.6,50287.4,3.21E+00,6.10E-04,18056
2026/8/23 20:12,MW2016B10483,A42,A19908,-0.02402,51550.3,51362.8,3.23E+00,7.00E-04,18071
