Time,PLCCellID_CE,PLCCellIDClass_CE,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE
2026/8/25 07:18,MW2038B07179,A47,A05919,-0.07986,52545.9,50222.3,3.25E+00,6.30E-04
2026/8/25 07:18,MW2038B15658,A48,A10939,-0.06394,50556.2,53985.2,3.24E+00,5.30E-04
2026/8/25 07:18,MW2038B07178,C48,A05919,-0.03418,54413.1,50662.1,3.25E+00,6.20E-04
2026/8/25 07:18,MW2038B15659,A47,A10939,-0.06826,52096.7,51574.2,3.24E+00,5.20E-04
2026/8/25 07:18,MW2038B15135,A48,A05919,-0.0314,53267.6,50462.1,3.25E+00,6.30E-04
2026/8/25 07:17,MW2038B15134,A48,A10939,-0.04882,51200.1,50778.3,3.24E+00,5.00E-04
2026/8/25 07:17,MW2038B15136,A48,A05919,-0.01572,52922.1,50337.6,3.24E+00,6.30E-04
2026/8/25 07:17,MW2038B15133,A48,A10939,-0.0855,51392.8,49602.7,3.24E+00,5.20E-04
2026/8/25 07:17,MW2038B15137,KEF,A05919,-0.06452,53324.6,53663.8,3.25E+00,6.30E-04
2026/8/25 07:16,MW2038B15132,A48,A10939,-0.01455,52904.5,51807.5,3.24E+00,5.50E-04
2026/8/25 07:16,MW2038B15606,A46,A05919,-0.05904,51363.9,51184.4,3.25E+00,6.00E-04
2026/8/25 07:16,MW2038B15131,A46,A10939,-0.06251,53604.3,51125.4,3.25E+00,6.20E-04
2026/8/25 07:16,MW2038B15605,A46,A05919,-0.07543,53225.6,53245.4,3.25E+00,6.00E-04
2026/8/25 07:16,MW2038B13970,A47,A00903,-0.05923,53840.1,51899.8,3.24E+00,6.10E-04
2026/8/25 07:15,MW2038B15130,CLL,A10939,-0.01299,52839.7,54629.8,3.26E+00,1.14E-03
2026/8/25 07:15,MW2038B13973,B47,A00903,-0.0333,50862.9,54258.1,3.24E+00,6.00E-04
2026/8/25 07:15,MW2038B10939,CLL,A10939,-0.05434,53361.7,51547.3,3.25E+00,8.60E-04
2026/8/25 07:15,MW2038B13971,A47,A00903,-0.02221,52657.7,51661.4,3.24E+00,6.00E-04
2026/8/25 07:15,MW2038B10940,A46,A10939,-0.04552,54941.2,50068.2,3.24E+00,6.10E-04
2026/8/25 07:14,MW2038B13968,A47,A00903,-0.04489,53501.5,54713.4,3.24E+00,6.00E-04
2026/8/25 07:14,MW2038B15724,A47,A12315,-0.05519,51804.2,52703.9,3.24E+00,5.00E-04
2026/8/25 07:14,MW2038B13964,A47,A00903,-0.0862,52086.9,50831.2,3.24E+00,6.10E-04
2026/8/25 07:14,MW2038B16050,A47,A12315,-0.02422,50918.2,52313.9,3.25E+00,4.80E-04
2026/8/25 07:13,MW2038B13967,A47,A00903,-0.07651,53581.1,51081.8,3.24E+00,6.00E-04
2026/8/25 07:13,MW2038B16048,A47,A12315,-0.01275,51125.7,53857.9,3.25E+00,4.80E-04
2026/8/25 07:13,MW2038B13969,A46,A00903,-0.06303,52826.9,52833.8,3.25E+00,6.00E-04
2026/8/25 07:13,MW2038B12816,A48,A12315,-0.04884,50699.4,53289.3,3.25E+00,4.70E-04
2026/8/25 07:13,MW2039B18414,B48,A00903,-0.07517,54273.8,54266.8,3.24E+00,5.80E-04
2026/8/25 07:12,MW2038B12818,A48,A12315,-0.0359,51830.3,51823.6,3.25E+00,4.80E-04
2026/8/25 07:12,MW2038B09953,A47,A00903,-0.06678,52097.7,49240.5,3.24E+00,6.30E-04
2026/8/25 07:12,MW2038B10883,KEF,A12315,-0.08067,53821.7,49681.5,3.25E+00,5.60E-04
2026/8/25 07:12,MW2038B03455,B47,A00903,-0.0634,52207.8,53633.4,3.24E+00,6.30E-04
2026/8/25 07:11,MW2038B11013,A46,A12315,-0.08934,50372.2,53748.8,3.25E+00,5.00E-04
2026/8/25 07:11,MW2038B03454,A48,A00903,-0.03721,52213.4,52134.6,3.24E+00,6.10E-04
2026/8/25 07:11,MW2038B03449,B48,A00903,-0.01167,52849.3,52339.3,3.24E+00,6.20E-04
2026/8/25 07:11,MW2038B15372,A48,A12315,-0.06846,53661.1,51230.3,3.24E+00,5.10E-04
2026/8/25 07:11,MW2038B07599,B48,A23824,-0.04803,52340.1,51907.9,3.24E+00,6.30E-04
2026/8/25 07:11,MW2038B11000,A47,A12315,-0.0134,50787.7,49541.1,3.25E+00,4.90E-04
2026/8/25 07:10,MW2038B07595,B48,A23824,-0.03288,53411.5,49902.8,3.25E+00,6.30E-04
2026/8/25 07:10,MW2038B11001,A46,A12315,-0.04066,54432.6,53495.6,3.25E+00,5.10E-04
2026/8/25 07:10,MW2038B07596,D47,A23824,-0.08607,52442.8,54886.1,3.25E+00,6.30E-04
2026/8/25 07:10,MW2038B11003,A46,A12315,-0.01406,50894.1,51066.9,3.25E+00,5.10E-04
2026/8/25 07:09,MW2038B07598,B48,A23824,-0.03292,52422.8,50358.3,3.25E+00,6.30E-04
2026/8/25 07:09,MW2038B11002,A46,A12315,-0.01855,54617.2,52259.8,3.25E+00,5.00E-04
2026/8/25 07:09,MW2038B07588,B48,A23824,-0.05913,52668.7,53513.3,3.25E+00,6.20E-04
2026/8/25 07:09,MW2038B05582,A48,A11164,-0.06751,51600.1,52678.2,3.25E+00,5.30E-04
2026/8/25 07:09,MW2038B07597,B48,A23824,-0.03831,53140.9,52844.5,3.24E+00,6.30E-04
2026/8/25 07:08,MW2038B05580,A48,A11164,-0.03273,51689.3,50946.6,3.25E+00,5.50E-04
2026/8/25 07:08,MW2038B07589,B48,A23824,-0.07379,53623.1,53457.5,3.25E+00,6.30E-04
2026/8/25 07:08,MW2038B05578,A47,A11164,-0.03934,52678.4,50164.9,3.25E+00,5.30E-04
2026/8/25 07:08,MW2038B13176,A46,A23824,-0.06004,54143.9,53830.5,3.25E+00,6.30E-04
2026/8/25 07:07,MW2038B05573,A47,A11164,-0.0158,52275.4,49255.1,3.25E+00,5.40E-04
2026/8/25 07:07,MW2038B13175,A46,A23824,-0.08191,52133.1,49385.7,3.25E+00,6.00E-04
2026/8/25 07:07,MW2038B13174,A46,A23824,-0.04174,50471.9,49597.9,3.25E+00,6.20E-04
2026/8/25 07:07,MW2038B15160,C45,A11164,-0.05064,52931.5,52921.7,3.25E+00,6.10E-04
2026/8/25 07:07,MW2038B13178,A46,A23824,-0.048,51273.7,50221.9,3.25E+00,6.20E-04
2026/8/25 07:06,MW2038B16695,A48,A11164,-0.08702,53524.4,54709.6,3.24E+00,5.40E-04
2026/8/25 07:06,MW2038B13177,A47,A23824,-0.0166,50329.1,52030.8,3.25E+00,6.30E-04
2026/8/25 07:06,MW2038B16694,B48,A11164,-0.0881,54868.5,53866.8,3.24E+00,5.10E-04
2026/8/25 07:06,MW2038B13104,A47,A24297,-0.07544,53650.3,52403.1,3.25E+00,6.00E-04
2026/8/25 07:06,MW2038B16693,A48,A11164,-0.03099,51111.4,53006.3,3.25E+00,5.30E-04
2026/8/25 07:05,MW2038B13109,A47,A24297,-0.01897,52851.7,50576.3,3.25E+00,6.00E-04
2026/8/25 07:05,MW2038B10986,A47,A11164,-0.0205,51230.2,52054.9,3.25E+00,5.10E-04
2026/8/25 07:05,MW2038B13108,A47,A24297,-0.02284,51363.6,53394.8,3.25E+00,6.10E-04
2026/8/25 07:05,MW2038B13185,A47,A11164,-0.0617,50382.7,54148.6,3.24E+00,5.20E-04
2026/8/25 07:05,MW2038B13184,A47,A24297,-0.02563,51221.4,53752.3,3.24E+00,6.30E-04
2026/8/25 07:04,MW2038B13179,A47,A11164,-0.03545,52074.4,49564.6,3.25E+00,5.40E-04
2026/8/25 07:04,MW2038B13173,A47,A11164,-0.0948,53850.5,52996.7,3.25E+00,5.30E-04
2026/8/25 07:03,MW2038B13165,KEF,A10720,-0.08593,54484.8,53547.4,3.25E+00,5.20E-04
2026/8/25 07:03,MW2038B13158,A46,A10720,-0.07078,54385.3,50074.9,3.25E+00,5.10E-04
2026/8/25 07:02,MW2038B13164,A46,A10720,-0.01838,50621.1,49910.8,3.25E+00,5.40E-04
2026/8/25 07:02,MW2038B13159,A46,A10720,-0.09041,51648.7,50570.8,3.25E+00,5.10E-04
2026/8/25 07:01,MW2038B13160,A46,A10720,-0.01262,53685.4,53582.2,3.25E+00,5.20E-04
2026/8/25 07:01,MW2038B05441,A47,A10720,-0.02961,53048.6,50796.5,3.25E+00,5.30E-04
2026/8/25 07:01,MW2038B05439,A46,A10720,-0.09853,54126.1,54912.4,3.25E+00,5.30E-04
2026/8/25 07:00,MW2038B05440,A47,A10720,-0.01197,51073.5,52770.8,3.25E+00,5.30E-04
2026/8/25 07:00,MW2038B05571,A48,A24297,-0.0869,51424.5,52394.1,3.25E+00,6.30E-04
2026/8/25 07:00,MW2038B15405,A47,A10720,-0.0398,53868.7,49303.9,3.24E+00,5.40E-04
2026/8/25 07:00,MW2038B05570,A47,A24297,-0.04617,51062.8,54750.9,3.25E+00,6.30E-04
2026/8/25 06:59,MW2038B11015,C46,A24297,-0.01825,50423.9,52789.9,3.25E+00,6.00E-04
2026/8/25 06:59,MW2038B11010,A46,A10720,-0.01903,52983.7,49636.5,3.25E+00,4.90E-04
2026/8/25 06:59,MW2038B11018,A46,A24297,-0.07431,52472.6,53158.9,3.25E+00,6.00E-04
2026/8/25 06:59,MW2038B11011,A46,A10720,-0.09276,51923.7,52748.2,3.25E+00,5.00E-04
2026/8/25 06:58,MW2038B11019,A46,A24297,-0.07795,53072.2,50862.1,3.25E+00,5.90E-04
2026/8/25 06:58,MW2038B11016,A46,A10720,-0.01008,52951.5,51904.8,3.25E+00,5.00E-04
2026/8/25 06:58,MW2038B11022,A46,A24297,-0.05308,50386.8,53157.4,3.25E+00,5.80E-04
2026/8/25 06:58,MW2038B13100,A47,A17797,-0.04903,53977.6,52220.4,3.25E+00,5.20E-04
2026/8/25 06:58,MW2038B11017,A46,A24297,-0.04107,54729.7,51446.1,3.25E+00,6.00E-04
2026/8/25 06:57,MW2038B13101,B47,A17797,-0.09174,52333.3,51177.8,3.25E+00,5.00E-04
2026/8/25 06:57,MW2038B16096,B46,A00452,-0.06821,50578.9,50553.2,3.25E+00,6.20E-04
2026/8/25 06:57,MW2038B13102,A46,A17797,-0.0509,54100.9,49335.2,3.25E+00,4.80E-04
2026/8/25 06:57,MW2038B16089,B46,A00452,-0.08104,54405.9,52509.8,3.25E+00,6.10E-04
2026/8/25 06:57,MW2038B13103,A47,A17797,-0.05244,54216.6,53410.5,3.25E+00,5.20E-04
2026/8/25 06:56,MW2038B16095,B46,A00452,-0.05491,52936.4,51220.8,3.23E+00,6.10E-04
2026/8/25 06:56,MW2038B13099,C47,A17797,-0.045,53361.3,52553.3,3.25E+00,5.30E-04
2026/8/25 06:56,MW2038B16090,A46,A00452,-0.08808,51817.7,52372.4,3.25E+00,6.10E-04
2026/8/25 06:56,MW2038B16094,A46,A00452,-0.07746,54567.6,53936.3,3.25E+00,6.20E-04
2026/8/25 06:56,MW2038B13172,A47,A17797,-0.07152,52330.4,52440.9,3.25E+00,5.30E-04
2026/8/25 06:55,MW2038B16113,A46,A00452,-0.02976,51607.7,49208.9,3.25E+00,6.10E-04
2026/8/25 06:55,MW2038B13171,A47,A17797,-0.09974,52567.9,54572.3,3.25E+00,5.30E-04
2026/8/25 06:55,MW2038B16112,B46,A00452,-0.04842,50757.6,49482.2,3.25E+00,6.00E-04
2026/8/25 06:55,MW2038B13162,A46,A17797,-0.01358,51497.6,51988.7,3.25E+00,5.10E-04
2026/8/25 06:55,MW2038B15112,C46,A00452,-0.03779,51292.2,53813.8,3.24E+00,6.00E-04
2026/8/25 06:54,MW2038B13157,A46,A17797,-0.02492,50910.8,53690.9,3.25E+00,5.10E-04
2026/8/25 06:54,MW2038B15113,A47,A00452,-0.0321,52448.7,52055.9,3.24E+00,6.10E-04
2026/8/25 06:54,MW2038B15161,CLL,A17797,-0.01335,54737.7,53302.1,3.27E+00,1.40E-03
2026/8/25 06:54,MW2038B13937,A47,A00452,-0.07295,50473.2,51736.1,3.24E+00,6.10E-04
2026/8/25 06:53,MW2038B05586,A48,A17797,-0.051,53325.4,51868.1,3.25E+00,5.10E-04
2026/8/25 06:53,MW2038B13938,A46,A00452,-0.01428,50568.5,49392.7,3.24E+00,6.10E-04
2026/8/25 06:53,MW2038B05583,A48,A17797,-0.02538,54123.4,50236.5,3.25E+00,5.30E-04
2026/8/25 06:53,MW2038B13815,A46,A00452,-0.04178,51348.1,50254.2,3.25E+00,5.80E-04
2026/8/25 06:53,MW2038B16047,A47,A00811,-0.06314,52603.2,53403.6,3.24E+00,5.80E-04
2026/8/25 06:52,MW2038B02900,A47,A04367,-0.05347,53617.7,49398.3,3.25E+00,5.10E-04
2026/8/25 06:52,MW2038B16046,B47,A00811,-0.07851,54753.6,51806.8,3.24E+00,5.90E-04
2026/8/25 06:52,MW2038B02895,A47,A04367,-0.0196,54565.1,50070.9,3.25E+00,4.80E-04
2026/8/25 06:52,MW2038B16044,A47,A00811,-0.0787,52638.9,53374.6,3.25E+00,5.90E-04
2026/8/25 06:52,MW2038B02894,A47,A04367,-0.08258,53863.5,49903.3,3.25E+00,4.90E-04
2026/8/25 06:51,MW2038B02876,A47,A04367,-0.0853,54052.3,51396.9,3.25E+00,5.00E-04
2026/8/25 06:51,MW2038B02872,A47,A04367,-0.02714,50565.8,54099.5,3.25E+00,5.00E-04
2026/8/25 06:50,MW2039B18413,B48,A04367,-0.06206,54327.4,54832.3,3.25E+00,5.10E-04
2026/8/25 06:50,MW2039B18411,C48,A04367,-0.04017,52829.9,49292.1,3.24E+00,5.10E-04
2026/8/25 06:49,MW2039B18410,B48,A04367,-0.08412,50689.7,51116.4,3.24E+00,5.10E-04
2026/8/25 06:49,MW2039B18412,B48,A04367,-0.05627,51511.8,54052.7,3.24E+00,4.90E-04
2026/8/25 06:49,MW2038B16043,A47,A00811,-0.08251,52139.6,54521.5,3.25E+00,5.90E-04
2026/8/25 06:48,MW2038B16582,A48,A00811,-0.0542,52790.3,51889.5,3.24E+00,6.20E-04
2026/8/25 06:48,MW2039B18408,A48,A04367,-0.07141,50765.4,54708.2,3.24E+00,4.90E-04
2026/8/25 06:48,MW2039B18409,B48,A04367,-0.07497,53143.5,52644.9,3.24E+00,4.90E-04
2026/8/25 06:48,MW2038B16581,A48,A00811,-0.06987,53089.7,51918.1,3.24E+00,6.20E-04
2026/8/25 06:48,MW2038B09965,A48,A04367,-0.06207,51467.9,51471.4,3.24E+00,5.20E-04
2026/8/25 06:47,MW2038B16583,A48,A00811,-0.02607,53759.6,50733.8,3.25E+00,6.20E-04
2026/8/25 06:47,MW2038B16618,A47,A07223,-0.05571,52307.4,53860.3,3.25E+00,5.10E-04
2026/8/25 06:45,MW2038B12819,A48,A00811,-0.02683,51479.2,53265.9,3.25E+00,5.70E-04
2026/8/25 06:45,MW2038B16619,A47,A07223,-0.06046,54502.7,50951.4,3.25E+00,5.00E-04
2026/8/25 06:44,MW2038B16584,KGH,A00811,-0.04725,53096.1,54819.5,3.25E+00,6.10E-04
2026/8/25 06:44,MW2038B16620,B46,A07223,-0.01536,50602.8,52627.1,3.25E+00,5.10E-04
2026/8/25 06:44,MW2038B12821,A49,A00811,-0.02632,52056.1,52794.2,3.25E+00,5.60E-04
2026/8/25 06:44,MW2038B16621,B47,A07223,-0.01327,51863.1,51067.3,3.24E+00,5.00E-04
2026/8/25 06:43,MW2038B12822,A48,A00811,-0.05387,54529.3,54271.9,3.25E+00,5.80E-04
2026/8/25 06:43,MW2038B16599,B47,A07223,-0.04122,54720.1,54856.4,3.24E+00,5.20E-04
2026/8/25 06:43,MW2038B13816,A47,A03403,-0.04307,54363.1,49816.7,3.24E+00,5.90E-04
2026/8/25 06:43,MW2038B16598,A47,A07223,-0.011,51333.2,54598.8,3.24E+00,5.30E-04
2026/8/25 06:43,MW2038B13817,A47,A03403,-0.01947,50585.5,54187.9,3.24E+00,5.80E-04
2026/8/25 06:42,MW2038B16092,A46,A07223,-0.01613,50477.3,50800.7,3.25E+00,5.20E-04
2026/8/25 06:42,MW2038B16091,A46,A07223,-0.01141,51953.1,52031.3,3.25E+00,5.30E-04
2026/8/25 06:41,MW2038B16602,A47,A07223,-0.06369,53233.5,50979.8,3.24E+00,5.20E-04
2026/8/25 06:41,MW2038B16603,B47,A07223,-0.08089,51259.4,51348.2,3.24E+00,5.20E-04
2026/8/25 06:40,MW2038B16604,B47,A07223,-0.03905,51946.8,50968.5,3.24E+00,5.10E-04
2026/8/25 06:40,MW2038B13819,A47,A03403,-0.08128,52179.7,50560.6,3.24E+00,5.70E-04
2026/8/25 06:40,MW2038B16605,B47,A07223,-0.09226,50879.9,51490.9,3.24E+00,5.20E-04
2026/8/25 06:40,MW2038B13812,A47,A03403,-0.04268,53555.1,52527.6,3.24E+00,5.80E-04
2026/8/25 06:40,MW2038B12864,A48,A05167,-0.03358,52044.6,51421.5,3.25E+00,4.60E-04
2026/8/25 06:39,MW2038B13813,A47,A03403,-0.05103,54133.3,50209.6,3.24E+00,6.00E-04
2026/8/25 06:39,MW2038B12862,A48,A05167,-0.07994,51561.6,51238.2,3.24E+00,4.60E-04
2026/8/25 06:39,MW2038B13808,A46,A03403,-0.06716,53100.7,53331.9,3.24E+00,5.80E-04
2026/8/25 06:39,MW2038B12863,A48,A05167,-0.01332,54057.2,51958.4,3.24E+00,4.70E-04
2026/8/25 06:39,MW2038B09959,A47,A03403,-0.06819,52922.7,50199.2,3.24E+00,6.30E-04
2026/8/25 06:38,MW2038B07268,A48,A05167,-0.0809,50476.8,49772.4,3.25E+00,5.40E-04
2026/8/25 06:38,MW2038B11424,A48,A03403,-0.08379,52172.9,49998.6,3.24E+00,5.80E-04
2026/8/25 06:38,MW2038B07269,A48,A05167,-0.06125,50889.5,50180.3,3.25E+00,5.40E-04
2026/8/25 06:38,MW2039B18355,A47,A03403,-0.05117,52456.8,53030.7,3.24E+00,6.10E-04
2026/8/25 06:37,MW2038B12814,A49,A05167,-0.0307,54705.4,53563.9,3.24E+00,4.60E-04
2026/8/25 06:37,MW2039B18356,A48,A03403,-0.09309,51431.7,53445.6,3.24E+00,5.80E-04
2026/8/25 06:37,MW2038B00004,B47,A03403,-0.09719,52399.1,51304.6,3.24E+00,6.30E-04
2026/8/25 06:37,MW2038B12820,A49,A05167,-0.01838,54089.7,49369.3,3.24E+00,4.60E-04
2026/8/25 06:36,MW2038B12823,A48,A14391,-0.06955,51010.5,52146.6,3.25E+00,5.10E-04
2026/8/25 06:36,MW2038B07363,A49,A05167,-0.04618,53781.3,53967.2,3.25E+00,5.30E-04
2026/8/25 06:36,MW2038B12824,A48,A14391,-0.02247,52378.8,51041.3,3.24E+00,5.80E-04
2026/8/25 06:36,MW2038B07357,A49,A05167,-0.03945,51305.5,51005.5,3.25E+00,5.30E-04
2026/8/25 06:36,MW2038B12825,A48,A14391,-0.02843,54038.4,52225.5,3.24E+00,5.80E-04
2026/8/25 06:35,MW2038B07358,A49,A05167,-0.03119,54275.9,50257.8,3.25E+00,5.30E-04
2026/8/25 06:35,MW2038B12829,A49,A14391,-0.01596,54496.1,50118.1,3.24E+00,5.60E-04
2026/8/25 06:35,MW2038B07359,A49,A05167,-0.04307,50727.7,49944.8,3.24E+00,5.40E-04
2026/8/25 06:35,MW2038B12826,A49,A14391,-0.05221,53886.1,51606.3,3.24E+00,5.60E-04
2026/8/25 06:35,MW2038B07495,A48,A05167,-0.02434,54447.1,54811.7,3.24E+00,5.30E-04
2026/8/25 06:34,MW2038B15404,A48,A14391,-0.05612,50488.3,51994.2,3.24E+00,6.00E-04
2026/8/25 06:34,MW2038B16705,A48,A12963,-0.06902,51587.7,51401.3,3.25E+00,5.00E-04
2026/8/25 06:34,MW2038B11012,A46,A14391,-0.07873,54632.2,51590.6,3.25E+00,6.00E-04
2026/8/25 06:34,MW2038B16706,A48,A12963,-0.08398,52174.8,51795.2,3.25E+00,4.90E-04
2026/8/25 06:34,MW2038B12827,A49,A14391,-0.02243,52740.9,54163.4,3.24E+00,5.40E-04
2026/8/25 06:33,MW2038B16704,A48,A12963,-0.02552,51880.9,50220.1,3.25E+00,5.10E-04
2026/8/25 06:33,MW2038B12845,A48,A12963,-0.0155,51625.6,51156.7,3.25E+00,4.60E-04
2026/8/25 06:32,MW2038B12843,A47,A12963,-0.07707,50406.6,52857.2,3.25E+00,4.50E-04
2026/8/25 06:32,MW2038B12833,A49,A12963,-0.03054,54501.6,51084.7,3.24E+00,4.50E-04
2026/8/25 06:32,MW2038B12831,A49,A14391,-0.07451,52164.6,49703.4,3.24E+00,5.50E-04
2026/8/25 06:31,MW2038B16585,A47,A14391,-0.09858,52787.5,49762.4,3.24E+00,6.00E-04
2026/8/25 06:31,MW2038B12793,A49,A12963,-0.02936,54275.3,54402.8,3.24E+00,4.70E-04
2026/8/25 06:31,MW2038B07493,A47,A14391,-0.0561,53704.4,50006.4,3.24E+00,6.30E-04
2026/8/25 06:31,MW2038B12859,A49,A12963,-0.0191,50714.2,50236.5,3.24E+00,4.60E-04
2026/8/25 06:31,MW2038B07494,A48,A14391,-0.09242,51462.1,52232.9,3.24E+00,6.20E-04
2026/8/25 06:30,MW2038B12866,A48,A12963,-0.05868,50329.5,49946.7,3.25E+00,4.90E-04
2026/8/25 06:30,MW2038B16087,A46,A16686,-0.07881,54180.7,54257.4,3.25E+00,6.10E-04
2026/8/25 06:30,MW2038B12860,A48,A12963,-0.02307,52618.7,53260.7,3.24E+00,4.60E-04
2026/8/25 06:30,MW2038B16083,A46,A16686,-0.03671,53255.2,51326.4,3.25E+00,6.20E-04
2026/8/25 06:30,MW2038B12865,A48,A12963,-0.06294,52534.8,52700.6,3.24E+00,4.80E-04
2026/8/25 06:29,MW2038B16085,KEF,A16686,-0.02145,54628.4,51326.1,3.25E+00,6.20E-04
2026/8/25 06:29,MW2038B12861,A48,A12963,-0.07315,53340.5,52917.8,3.24E+00,4.70E-04
2026/8/25 06:29,MW2038B16086,A46,A16686,-0.09003,50697.1,54307.2,3.25E+00,6.20E-04
2026/8/25 06:29,MW2038B16082,A46,A11319,-0.01928,51879.6,51237.3,3.25E+00,5.30E-04
2026/8/25 06:29,MW2038B16084,A46,A16686,-0.08652,50991.8,49403.6,3.25E+00,6.20E-04
2026/8/25 06:28,MW2038B16081,A46,A11319,-0.03448,52507.8,50217.1,3.24E+00,5.30E-04
2026/8/25 06:28,MW2038B12856,A48,A16686,-0.05083,50504.1,54987.2,3.25E+00,5.50E-04
2026/8/25 06:28,MW2038B16088,A46,A11319,-0.04668,54418.9,54011.2,3.25E+00,5.30E-04
2026/8/25 06:28,MW2038B12867,A48,A16686,-0.0554,50401.2,52039.5,3.25E+00,5.60E-04
2026/8/25 06:27,MW2038B16100,A47,A11319,-0.07683,52101.4,53120.9,3.25E+00,5.10E-04
2026/8/25 06:27,MW2038B16041,B46,A16686,-0.03244,52753.3,50527.4,3.25E+00,5.80E-04
2026/8/25 06:27,MW2038B16039,B46,A16686,-0.0346,53724.2,54845.2,3.25E+00,5.80E-04
2026/8/25 06:27,MW2038B16111,B46,A11319,-0.07766,50610.2,54321.3,3.25E+00,5.10E-04
2026/8/25 06:26,MW2038B07266,C47,A11319,-0.08067,50997.4,49656.6,3.25E+00,5.30E-04
2026/8/25 06:26,MW2038B07356,A48,A11319,-0.07423,53974.1,50382.2,3.25E+00,5.40E-04
2026/8/25 06:25,MW2038B16692,A48,A11319,-0.06892,50523.7,53323.7,3.25E+00,5.20E-04
2026/8/25 06:25,MW2038B16691,A48,A11319,-0.0285,54443.3,50776.6,3.25E+00,5.00E-04
2026/8/25 06:25,MW2038B16708,A48,A11319,-0.07034,52738.5,51062.1,3.25E+00,5.30E-04
2026/8/25 06:24,MW2038B16709,A48,A11319,-0.04133,52850.8,52748.4,3.25E+00,5.10E-04
2026/8/25 06:24,MW2038B16707,A48,A11319,-0.03001,53713.9,52529.7,3.25E+00,5.10E-04
2026/8/25 06:23,MW2038B16931,A48,A01882,-0.05521,52276.3,51867.4,3.25E+00,5.50E-04
2026/8/25 06:23,MW2038B16930,A48,A01882,-0.01785,50694.1,50484.9,3.25E+00,5.30E-04
2026/8/25 06:22,MW2038B16929,A48,A01882,-0.01637,54429.5,49669.6,3.24E+00,5.30E-04
2026/8/25 06:22,MW2038B16927,A48,A01882,-0.0768,52854.7,52882.9,3.24E+00,5.40E-04
2026/8/25 06:21,MW2038B16684,A49,A01882,-0.03575,51725.6,50410.4,3.24E+00,5.20E-04
2026/8/25 06:21,MW2038B16683,A48,A01882,-0.07843,54928.7,49316.6,3.25E+00,5.10E-04
2026/8/25 06:20,MW2038B16892,A46,A01882,-0.05466,53528.1,52299.1,3.25E+00,5.10E-04
2026/8/25 06:20,MW2038B16910,A46,A01882,-0.01818,51848.1,54066.1,3.25E+00,5.20E-04
2026/8/25 06:20,MW2038B16680,A48,A01882,-0.01165,52424.7,54683.1,3.24E+00,5.30E-04
2026/8/25 06:19,MW2038B16679,B48,A01882,-0.08155,52887.1,53386.3,3.24E+00,5.10E-04
2026/8/25 06:19,MW2038B16678,B48,A01882,-0.0714,54753.4,50195.5,3.24E+00,5.30E-04
2026/8/25 06:18,MW2038B16677,B48,A01882,-0.01788,54486.2,53245.8,3.24E+00,5.30E-04
2026/8/25 06:18,MW2038B16914,A46,A16079,-0.0859,51227.9,53744.5,3.25E+00,5.10E-04
2026/8/25 06:17,MW2038B16893,A46,A16079,-0.08421,54266.5,50878.5,3.25E+00,4.80E-04
2026/8/25 06:17,MW2038B16894,A46,A16079,-0.07896,53631.2,50748.1,3.25E+00,5.10E-04
2026/8/25 06:16,MW2038B16895,A46,A16079,-0.02806,51286.9,52106.5,3.25E+00,5.20E-04
2026/8/25 06:16,MW2038B16099,A46,A16686,-0.03126,51464.8,52745.5,3.25E+00,6.10E-04
2026/8/25 06:16,MW2038B16957,A47,A16079,-0.08092,50817.2,52563.8,3.25E+00,5.20E-04
2026/8/25 06:16,MW2038B16098,A46,A16686,-0.09818,52735.1,54420.6,3.25E+00,6.10E-04
2026/8/25 06:15,MW2038B16956,A47,A16079,-0.08402,54620.6,50311.9,3.25E+00,5.10E-04
2026/8/25 06:15,MW2038B16097,A46,A16686,-0.07532,50899.4,53670.8,3.25E+00,6.10E-04
2026/8/25 06:15,MW2038B16923,A46,A16079,-0.0844,53351.9,51350.8,3.25E+00,5.20E-04
2026/8/25 06:15,MW2038B14051,A47,A15220,-0.01088,53361.5,52498.6,3.24E+00,6.10E-04
2026/8/25 06:15,MW2038B16924,A46,A16079,-0.09839,51331.1,54397.8,3.25E+00,5.10E-04
2026/8/25 06:14,MW2038B14053,A47,A15220,-0.07294,53033.1,50061.2,3.24E+00,6.10E-04
2026/8/25 06:14,MW2038B16953,A48,A16079,-0.0617,54596.8,50219.8,3.25E+00,5.20E-04
2026/8/25 06:14,MW2038B14052,A47,A15220,-0.0286,51275.2,54237.2,3.24E+00,6.10E-04
2026/8/25 06:14,MW2038B16952,A48,A16079,-0.0672,50835.2,49537.4,3.25E+00,5.10E-04
2026/8/25 06:14,MW2038B14047,KGH,A15220,-0.02201,50627.3,53317.5,3.24E+00,6.10E-04
2026/8/25 06:13,MW2038B16945,A48,A16079,-0.07289,54115.5,51808.2,3.25E+00,5.20E-04
2026/8/25 06:13,MW2038B14045,A47,A15220,-0.08079,53580.3,52187.1,3.24E+00,6.00E-04
2026/8/25 06:13,MW2038B16944,A47,A16079,-0.03124,51113.7,51713.5,3.25E+00,5.20E-04
2026/8/25 06:13,MW2038B14042,A47,A15220,-0.0711,52170.6,52568.7,3.24E+00,6.00E-04
2026/8/25 06:12,MW2038B11440,C48,A15220,-0.07627,51681.9,52578.9,3.24E+00,6.60E-04
