ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE
1820851,2026/8/19 15:56,MW2044B09302,O,NULL,1,NULL,A24917,-0.02102,53784.6,53478.9,3.24E+00,7.10E-04,18394,NULL,268
1820850,2026/8/19 15:56,MW2045B53275,O,NULL,1,                    ,A13736,-0.0118,53027.8,50466.2,3.24E+00,8.70E-04,18140,NULL,268
1820849,2026/8/19 15:56,MW2045B63294,O,NULL,1,NULL,A20683,-0.02095,53718.8,54369.5,3.24E+00,7.50E-04,18775,NULL,268
1820848,2026/8/19 15:55,MW2045B53279,O,NULL,1,                    ,A10972,0.0206,50690.3,53290.3,3.24E+00,8.50E-04,18059,NULL,268
1820847,2026/8/19 15:55,MW2045B63293,O,NULL,1,NULL,A20683,0.00519,53810.8,50985.4,3.24E+00,6.50E-04,18618,NULL,268
1820846,2026/8/19 15:55,MW2045B34372,O,NULL,1,                    ,A10972,0.01074,54332.2,54609.7,3.24E+00,9.70E-04,18243,NULL,268
1820845,2026/8/19 15:55,MW2045B63290,O,NULL,1,NULL,A20683,0.00043,53813.6,50264.6,3.24E+00,4.80E-04,18645,NULL,268
1820844,2026/8/19 15:55,MW2045B53281,O,NULL,1,                    ,A10972,0.00791,52274.4,51087.5,2.85E+00,8.10E-04,17814,NULL,268
1820843,2026/8/19 15:54,MW2045B63300,O,NULL,1,NULL,A20683,0.02249,54252.8,54408.8,3.24E+00,6.40E-04,18689,NULL,268
1820842,2026/8/19 15:54,MW2045B34373,O,NULL,1,                    ,A10972,0.00617,52542.5,54353.6,3.24E+00,1.06E-03,18075,NULL,268
1820841,2026/8/19 15:54,MW2044B15633,A45,NULL,5,NULL,A20683,0.00378,52780.6,52819.4,3.24E+00,8.00E-04,18759,NULL,268
1820840,2026/8/19 15:54,MW2045B53282,O,NULL,1,                    ,A10972,0.01004,54649.9,50268.1,3.24E+00,8.70E-04,18039,NULL,268
1820839,2026/8/19 15:54,MW2045B51231,O,NULL,1,NULL,A20683,0.00693,51935.4,54718.5,3.24E+00,8.60E-04,18723,NULL,268
1820838,2026/8/19 15:53,MW2045B34374,O,NULL,1,                    ,A10972,-0.03121,53103.5,51260.5,3.24E+00,9.80E-04,18223,NULL,268
1820837,2026/8/19 15:53,MW2045B53180,O,NULL,1,NULL,A20683,0.00435,50169.1,50776.5,2.91E+00,7.20E-04,18532,NULL,268
1820836,2026/8/19 15:53,MW2045B53220,O,NULL,1,                    ,A10972,-0.03779,50747.9,53370.8,3.24E+00,8.60E-04,17896,NULL,268
1820835,2026/8/19 15:53,MW2045B53185,O,NULL,1,NULL,A20683,0.00798,53972.9,54174.2,2.92E+00,7.20E-04,18504,NULL,268
1820834,2026/8/19 15:52,MW2045B34375,O,NULL,1,                    ,A10972,-0.03321,50645.6,54550.6,3.24E+00,8.20E-04,18186,NULL,268
1820833,2026/8/19 15:52,MW2045B53186,O,NULL,1,NULL,A20683,0.01853,53852.2,54842.6,2.92E+00,7.20E-04,18512,NULL,268
1820832,2026/8/19 15:52,MW2045B53155,O,NULL,1,NULL,A20683,0.02229,51265.2,50209.2,3.24E+00,7.70E-04,18549,NULL,268
1820831,2026/8/19 15:52,MW2045B53219,O,NULL,1,                    ,A10972,-0.04889,52812.4,53307.1,3.24E+00,8.60E-04,18012,NULL,268
1820830,2026/8/19 15:51,MW2045B36990,O,NULL,1,NULL,A20683,0.00916,53673.3,54412.1,3.24E+00,5.30E-04,18759,NULL,268
1820829,2026/8/19 15:51,MW2045B52997,O,NULL,1,NULL,A20683,-0.03074,53704.2,54829.3,3.24E+00,8.00E-04,18493,NULL,268
1820828,2026/8/19 15:51,MW2045B34376,O,NULL,1,                    ,A10972,0.01491,51474.9,52582.4,3.24E+00,5.60E-04,18222,NULL,268
1820827,2026/8/19 15:50,MW2045B53288,O,NULL,1,NULL,A21637,-0.04144,51009.7,50417.8,3.24E+00,7.80E-04,18413,NULL,268
1820826,2026/8/19 15:50,MW2045B53218,O,NULL,1,                    ,NULL,0.00193,53937.4,52149.3,3.24E+00,8.70E-04,17943,NULL,268
1820825,2026/8/19 15:49,MW2045B53287,O,NULL,1,NULL,A21637,-0.03277,51199.8,51891.2,3.24E+00,7.70E-04,18588,NULL,268
1820824,2026/8/19 15:49,MW2045B52969,O,NULL,1,NULL,A21637,0.00351,50959.8,54325.7,3.24E+00,8.40E-04,18610,NULL,268
1820823,2026/8/19 15:48,MW2045B52968,O,NULL,1,NULL,A21637,-0.05922,51538.2,54013.3,3.24E+00,7.90E-04,18576,NULL,268
1820822,2026/8/19 15:48,MW2045B52967,O,NULL,1,NULL,A21637,0.00416,54765.3,50732.5,3.24E+00,8.40E-04,18674,NULL,268
1820821,2026/8/19 15:47,MW2045B52983,O,NULL,1,NULL,A21637,-0.02009,51637.6,50548.2,3.24E+00,8.10E-04,18520,NULL,268
1820820,2026/8/19 15:47,MW2045B36926,O,NULL,1,                    ,A10972,0.00448,54320.4,54409.2,3.24E+00,6.20E-04,18236,NULL,268
1820819,2026/8/19 15:47,MW2045B53269,O,NULL,1,NULL,A21637,-0.01872,54788.6,54817.6,3.24E+00,8.10E-04,18525,NULL,268
1820818,2026/8/19 15:47,MW2017B16677,CHH,NULL,20,                    ,A12201,0.00803,54130.9,51842.2,3.22E+00,6.30E-04,18084,NULL,268
1820817,2026/8/19 15:46,MW2045B53270,O,NULL,1,NULL,A21637,-0.02547,54572.8,51271.6,0.00E+00,0.00E+00,18557,NULL,268
1820816,2026/8/19 15:46,MW2017B14560,CHH,NULL,20,                    ,A12201,-0.01405,53868.6,53368.4,3.22E+00,7.10E-04,18214,NULL,268
1820815,2026/8/19 15:46,MW2017B14560,CHH,NULL,20,                    ,A12201,-0.00692,51696.5,53575.8,3.22E+00,7.10E-04,18214,NULL,268
1820814,2026/8/19 15:44,MW2045B53274,O,NULL,1,NULL,A21637,-0.01282,50506.7,54095.6,3.24E+00,8.20E-04,18572,NULL,268
1820813,2026/8/19 15:44,MW2045B53273,O,NULL,1,NULL,A21637,-0.03694,52202.6,52872.8,3.24E+00,8.00E-04,18476,NULL,268
1820812,2026/8/19 15:44,MW2045B53272,O,NULL,1,NULL,A21637,-0.01142,52701.4,51695.1,3.24E+00,7.70E-04,18546,NULL,268
1820811,2026/8/19 15:43,MW2045B53278,AC20,NULL,10,NULL,A21637,-0.03867,50232.2,52564.7,3.24E+00,8.30E-04,18585,NULL,268
1820810,2026/8/19 15:43,MW2045B21415,B47,NULL,14,NULL,A15236,-0.01514,53560.6,50278.6,3.23E+00,7.50E-04,18663,NULL,268
1820809,2026/8/19 15:43,MW2017B16676,CHH,NULL,20,                    ,A12201,-0.03707,50048.6,54114.3,3.22E+00,6.40E-04,18300,NULL,268
1820808,2026/8/19 15:42,MW2017B14559,CHH,NULL,20,                    ,A12201,-0.03445,53021.4,51682.7,3.22E+00,7.40E-04,18532,NULL,268
1820807,2026/8/19 15:42,MW2041B11643,AC20,NULL,10,NULL,A15236,-0.03791,51560.5,51308.3,3.24E+00,8.20E-04,18781,NULL,268
1820806,2026/8/19 15:42,MW2017B16675,CHH,NULL,20,                    ,A12201,-0.01894,52462.2,53219.2,3.22E+00,6.40E-04,18012,NULL,268
1820805,2026/8/19 15:42,MW2041B11639,AC20,NULL,10,NULL,A15236,-0.0469,53647.4,54048.2,3.24E+00,8.90E-04,18607,NULL,268
1820804,2026/8/19 15:42,MW2017B16670,CHH,NULL,20,                    ,A12201,-0.01375,54641.7,53269.4,3.22E+00,7.10E-04,17943,NULL,268
1820803,2026/8/19 15:41,MW2041B11644,AC20,NULL,10,NULL,A15236,-0.02082,54352.7,54653.2,3.24E+00,8.90E-04,18835,NULL,268
1820802,2026/8/19 15:41,MW2017B16674,CHH,NULL,20,                    ,A12201,-0.04588,52403.1,51095.4,3.22E+00,6.40E-04,18323,NULL,268
1820801,2026/8/19 15:41,MW2045B55591,AC20,NULL,10,NULL,A15236,-0.02032,50128.5,51707.9,3.24E+00,8.20E-04,18674,NULL,268
1820800,2026/8/19 15:41,MW2015A25790,CHH,NULL,20,                    ,A12201,-0.03044,54015.9,52233.4,3.23E+00,5.50E-04,18174,NULL,268
1820799,2026/8/19 15:40,MW2044B01830,AC20,NULL,10,NULL,A15236,-0.02798,53895.7,53238.7,3.24E+00,9.10E-04,18752,NULL,268
1820798,2026/8/19 15:40,MW2017B16673,CHH,NULL,20,                    ,A12201,-0.04103,53592.2,51123.7,3.21E+00,7.20E-04,17934,NULL,268
1820797,2026/8/19 15:40,MW2045B37605,C47,NULL,24,NULL,A15236,-0.02124,52372.3,51721.1,3.24E+00,7.40E-04,18708,NULL,268
1820796,2026/8/19 15:40,MW2017B16669,CHH,NULL,20,                    ,A12201,-0.04292,50292.5,52464.9,3.22E+00,7.40E-04,18225,NULL,268
1820795,2026/8/19 15:39,MW2045B09610,C47,NULL,24,NULL,A15236,-0.02401,52027.3,54333.9,3.23E+00,7.40E-04,18574,NULL,268
1820794,2026/8/19 15:39,MW2015A25784,CHH,NULL,20,                    ,A12201,-0.03462,53170.9,51784.5,3.23E+00,6.70E-04,17827,NULL,268
1820793,2026/8/19 15:39,MW2017B15850,CHH,NULL,20,                    ,A12201,-0.02316,54297.7,52950.4,3.23E+00,7.80E-04,18514,NULL,268
1820792,2026/8/19 15:39,MW2017B07367,C47,NULL,24,NULL,A15236,-0.05129,53660.9,53710.5,3.22E+00,6.90E-04,18815,NULL,268
1820791,2026/8/19 15:39,MW2045B50817,O,NULL,1,                    ,A21546,-0.01217,50693.5,50165.6,3.24E+00,8.60E-04,18175,NULL,268
1820790,2026/8/19 15:39,MW2017B08050,C47,NULL,24,NULL,A15236,-0.01899,53265.7,53747.3,3.22E+00,7.40E-04,18803,NULL,268
1820789,2026/8/19 15:38,MW2044B09301,O,NULL,1,                    ,A21546,-0.01846,54963.7,53626.6,3.24E+00,9.50E-04,18300,NULL,268
1820788,2026/8/19 15:38,MW2017B08064,C47,NULL,24,NULL,A15236,-0.029,51773.8,50188.6,3.22E+00,8.00E-04,18867,NULL,268
1820787,2026/8/19 15:38,MW2044B16260,O,NULL,1,                    ,A21546,-0.01193,53648.9,53467.6,3.24E+00,9.10E-04,18220,NULL,268
1820786,2026/8/19 15:38,MW2017B08067,C47,NULL,24,NULL,A15236,-0.00369,54489.3,54913.1,3.21E+00,7.50E-04,18852,NULL,268
1820785,2026/8/19 15:37,MW2044B09109,O,NULL,1,                    ,A21546,-0.01862,51867.1,53854.2,3.23E+00,6.90E-04,18124,NULL,268
1820784,2026/8/19 15:37,MW2017B01552,CHH,NULL,20,NULL,A17039,-0.0272,50169.1,52163.4,3.23E+00,5.60E-04,18785,NULL,268
1820783,2026/8/19 15:37,MW2044B16261,O,NULL,1,                    ,A21546,-0.00788,51823.6,54777.4,3.24E+00,1.21E-03,18272,NULL,268
1820782,2026/8/19 15:37,MW2016B01834,CHH,NULL,20,NULL,A17039,-0.02799,50843.1,51334.3,3.22E+00,4.90E-04,18871,NULL,268
1820781,2026/8/19 15:37,MW2044B09300,O,NULL,1,                    ,A21546,-0.02532,51726.5,54853.2,3.24E+00,1.00E-03,18221,NULL,268
1820780,2026/8/19 15:36,MW2017B01551,O,NULL,1,NULL,A17039,-0.02988,50919.6,51390.6,0.00E+00,0.00E+00,18618,NULL,268
1820779,2026/8/19 15:36,MW2044B16262,O,NULL,1,                    ,A21546,-0.02741,51729.3,51571.9,3.24E+00,1.01E-03,18376,NULL,268
1820778,2026/8/19 15:36,MW2044B16262,O,NULL,1,                    ,A21546,-0.02921,54899.7,53583.9,3.24E+00,1.01E-03,18376,NULL,268
1820777,2026/8/19 15:36,MW2044B09108,O,NULL,1,                    ,A21546,-0.01664,51052.7,54413.5,3.24E+00,6.40E-04,18202,NULL,268
1820776,2026/8/19 15:35,MW2045B45051,O,NULL,1,                    ,A21546,-0.02997,50477.8,52433.6,3.24E+00,1.73E-03,18299,NULL,268
1820775,2026/8/19 15:35,MW2045B09938,O,NULL,1,                    ,A21546,-0.01643,53572.3,54470.2,3.24E+00,1.04E-03,18252,NULL,268
1820774,2026/8/19 15:34,MW2017B02691,O,NULL,1,NULL,A17039,0.01371,50165.6,53181.8,0.00E+00,0.00E+00,18923,NULL,268
1820773,2026/8/19 15:34,MW2045B09954,O,NULL,1,                    ,A21546,-0.02156,50848.3,50593.4,3.23E+00,9.00E-04,18265,NULL,268
1820772,2026/8/19 15:34,MW2044B09066,O,NULL,1,                    ,A21546,-0.03448,51934.4,54252.7,3.24E+00,7.00E-04,18108,NULL,268
1820771,2026/8/19 15:34,MW2017B04316,CHH,NULL,20,                    ,A03540,-0.03031,51568.4,54195.8,3.24E+00,5.80E-04,18397,NULL,268
1820770,2026/8/19 15:33,MW2017B00622,CHH,NULL,20,                    ,A03540,0.0112,52296.2,54029.2,3.22E+00,5.80E-04,18460,NULL,268
1820769,2026/8/19 15:33,MW2017B05546,CHH,NULL,20,                    ,A03540,-0.03122,54191.4,53210.8,3.22E+00,5.80E-04,18210,NULL,268
1820768,2026/8/19 15:32,MW2017B00623,CHH,NULL,20,                    ,A03540,-0.02062,54471.5,51955.6,3.22E+00,5.90E-04,18428,NULL,268
1820767,2026/8/19 15:32,MW2017B05545,CHH,NULL,20,                    ,A03540,-0.03213,52938.3,54105.2,3.22E+00,5.70E-04,18245,NULL,268
1820766,2026/8/19 15:32,MW2017B02694,CHH,NULL,20,NULL,A17039,-0.03422,51317.7,52662.9,3.22E+00,5.20E-04,18902,NULL,268
1820765,2026/8/19 15:32,MW2017B00624,CHH,NULL,20,                    ,A03540,-0.02768,50080.2,52197.8,3.21E+00,6.40E-04,18365,NULL,268
1820764,2026/8/19 15:31,MW2017B02710,CHH,NULL,20,NULL,A17039,-0.03675,54658.8,51222.5,3.23E+00,5.00E-04,18878,NULL,268
1820763,2026/8/19 15:31,MW2017B04317,CHH,NULL,20,                    ,A03540,-0.03473,51616.3,54149.3,3.22E+00,5.70E-04,18098,NULL,268
1820762,2026/8/19 15:31,MW2017B04484,CHH,NULL,20,NULL,A17039,-0.02266,50021.5,53590.6,3.22E+00,5.00E-04,18768,NULL,268
1820761,2026/8/19 15:31,MW2017B00600,CHH,NULL,20,                    ,A03540,-0.03299,53744.4,54382.4,3.23E+00,5.80E-04,18425,NULL,268
1820760,2026/8/19 15:30,MW2017B02711,CHH,NULL,20,NULL,A17039,-0.02979,54313.9,51315.7,3.23E+00,4.70E-04,18794,NULL,268
1820759,2026/8/19 15:30,MW2017B05549,CHH,NULL,20,                    ,A03540,-0.03472,51198.7,51011.7,3.22E+00,5.70E-04,18453,NULL,268
1820758,2026/8/19 15:30,MW2016B01096,CHH,NULL,20,NULL,A17039,-0.02044,52274.1,51036.5,3.22E+00,5.30E-04,18752,NULL,268
1820757,2026/8/19 15:30,MW2017B16042,CHH,NULL,20,                    ,A03540,-0.03137,53848.9,52761.2,3.22E+00,8.00E-04,18412,NULL,268
1820756,2026/8/19 15:29,MW2016B01095,CHH,NULL,20,NULL,A17039,-0.03913,51168.7,52463.3,3.22E+00,5.10E-04,18766,NULL,268
1820755,2026/8/19 15:29,MW2016B01871,CHH,NULL,20,                    ,A03540,-0.03257,53458.7,51117.4,3.22E+00,6.00E-04,18036,NULL,268
1820754,2026/8/19 15:29,MW2016B01094,CHH,NULL,20,NULL,A17039,-0.0348,51095.7,54726.4,3.22E+00,5.20E-04,18786,NULL,268
1820753,2026/8/19 15:29,MW2017B04393,CHH,NULL,20,                    ,A03540,-0.03823,51198.6,51761.9,3.21E+00,5.80E-04,18185,NULL,268
1820752,2026/8/19 15:28,MW2017B04387,CHH,NULL,20,NULL,A17039,-0.02143,53260.9,53596.9,3.22E+00,4.90E-04,18710,NULL,268
1820751,2026/8/19 15:28,MW2045B32643,O,NULL,1,                    ,A23441,-0.00073,51844.9,52796.2,3.24E+00,1.14E-03,18070,NULL,268
1820750,2026/8/19 15:28,MW2045B32102,O,NULL,1,                    ,A23441,-0.02762,53394.2,51547.3,3.24E+00,6.90E-04,18149,NULL,268
1820749,2026/8/19 15:28,MW2045B34190,O,NULL,1,NULL,A12320,-0.01739,54613.1,54603.8,3.24E+00,9.40E-04,18669,NULL,268
1820748,2026/8/19 15:28,MW2045B32639,O,NULL,1,                    ,A23441,-0.02485,54796.7,53187.6,3.24E+00,1.31E-03,18339,NULL,268
1820747,2026/8/19 15:27,MW2045B52984,O,NULL,1,NULL,A12320,-0.01421,51574.6,53332.8,3.24E+00,8.00E-04,18570,NULL,268
1820746,2026/8/19 15:27,MW2045B32105,O,NULL,1,                    ,A23441,-0.0191,52865.4,52600.8,3.24E+00,7.20E-04,18255,NULL,268
1820745,2026/8/19 15:27,MW2045B34191,O,NULL,1,NULL,A12320,-0.01288,51747.8,52153.4,3.24E+00,9.60E-04,18846,NULL,268
1820744,2026/8/19 15:27,MW2045B32640,O,NULL,1,                    ,A23441,-0.0299,52356.6,54842.7,3.24E+00,1.30E-03,18175,NULL,268
1820743,2026/8/19 15:27,MW2045B52985,O,NULL,1,NULL,A12320,-0.02664,50159.2,50300.7,0.00E+00,0.00E+00,18629,NULL,268
1820742,2026/8/19 15:26,MW2045B32641,O,NULL,1,                    ,A23441,-0.02813,53151.3,54628.3,3.24E+00,1.15E-03,18171,NULL,268
1820741,2026/8/19 15:26,MW2045B32106,O,NULL,1,                    ,A23441,-0.01678,54556.9,52981.3,3.24E+00,9.20E-04,18317,NULL,268
1820740,2026/8/19 15:25,MW2045B32107,O,NULL,1,                    ,A23441,-0.02165,50557.8,50604.5,3.23E+00,7.10E-04,18267,NULL,268
1820739,2026/8/19 15:25,MW2045B09871,O,NULL,1,                    ,A23441,-0.01261,50684.3,52677.1,3.24E+00,8.90E-04,17949,NULL,268
1820738,2026/8/19 15:25,MW2045B52986,O,NULL,1,NULL,A12320,-0.02895,54220.1,52531.2,3.24E+00,8.10E-04,18549,NULL,268
1820737,2026/8/19 15:25,MW2045B32109,O,NULL,1,                    ,A23441,-0.01017,51443.8,53397.8,3.24E+00,8.20E-04,18205,NULL,268
1820736,2026/8/19 15:24,MW2045B34192,O,NULL,1,NULL,A12320,-0.02457,50791.4,54872.6,3.24E+00,9.60E-04,18668,NULL,268
1820735,2026/8/19 15:24,MW2044B01744,O,NULL,1,                    ,A23441,-0.02282,53381.4,54337.3,3.24E+00,8.60E-04,17900,NULL,268
1820734,2026/8/19 15:24,MW2045B34186,O,NULL,1,NULL,A12320,-0.02595,52582.5,51564.4,2.93E+00,8.50E-04,18790,NULL,268
1820733,2026/8/19 15:24,MW2045B36927,AC20,NULL,10,                    ,A23441,-0.02419,51664.1,50550.8,3.24E+00,8.60E-04,18385,NULL,268
1820732,2026/8/19 15:23,MW2045B51932,CHH,NULL,20,                    ,A04928,-0.01673,52112.2,52351.6,3.24E+00,7.60E-04,18071,NULL,268
1820731,2026/8/19 15:23,MW2045B53241,O,NULL,1,NULL,A12320,-0.0303,50021.8,54485.8,3.24E+00,8.20E-04,18547,NULL,268
1820730,2026/8/19 15:23,MW2045B52699,CHH,NULL,20,                    ,A04928,-0.0576,51877.5,51464.2,3.24E+00,7.50E-04,18126,NULL,268
1820729,2026/8/19 15:23,MW2045B34399,O,NULL,1,NULL,A12320,-0.03635,54205.2,52180.2,2.92E+00,7.00E-04,18690,NULL,268
1820728,2026/8/19 15:23,MW2045B50835,CHH,NULL,20,                    ,A04928,-0.00452,54259.8,54709.3,3.24E+00,7.50E-04,18012,NULL,268
1820727,2026/8/19 15:22,MW2045B34180,O,NULL,1,NULL,A12320,-0.04523,50877.3,50611.9,3.24E+00,9.30E-04,18688,NULL,268
1820726,2026/8/19 15:22,MW2044B15684,CHH,NULL,20,                    ,A04928,-0.03281,53634.3,54038.5,3.24E+00,7.40E-04,18342,NULL,268
1820725,2026/8/19 15:22,MW2045B37244,O,NULL,1,NULL,A12320,-0.05857,52385.5,50594.1,3.24E+00,8.50E-04,18843,NULL,268
1820724,2026/8/19 15:22,MW2045B40811,AC20,NULL,10,                    ,A04928,-0.04552,52557.4,51792.6,3.24E+00,9.20E-04,18179,NULL,268
1820723,2026/8/19 15:22,MW2045B37248,O,NULL,1,NULL,A12320,-0.05763,50137.5,53996.4,3.24E+00,6.80E-04,18722,NULL,268
1820722,2026/8/19 15:21,MW2045B32537,CHH,NULL,20,                    ,A04928,-0.03826,54840.9,50180.6,3.24E+00,7.80E-04,17960,NULL,268
1820721,2026/8/19 15:21,MW2045B52935,A46,NULL,6,NULL,A00341,-0.03277,53856.5,53784.1,3.23E+00,7.60E-04,18478,NULL,268
1820720,2026/8/19 15:21,MW2044B09198,AC20,NULL,10,                    ,A04928,-0.03169,54552.2,52317.2,3.24E+00,8.60E-04,18362,NULL,268
1820719,2026/8/19 15:21,MW2045B34318,AC20,NULL,10,NULL,A00341,-0.03439,54786.6,51184.6,3.24E+00,9.00E-04,18690,NULL,268
1820718,2026/8/19 15:21,MW2045B26743,CHH,NULL,20,                    ,A04928,-0.033,51682.2,54377.9,3.24E+00,6.30E-04,18052,NULL,268
1820717,2026/8/19 15:20,MW2045B34383,AC20,NULL,10,NULL,A00341,-0.03367,51177.2,54441.6,3.24E+00,9.20E-04,18598,NULL,268
1820716,2026/8/19 15:20,MW2045B26729,CHH,NULL,20,                    ,A04928,-0.0348,50333.2,53195.7,3.24E+00,6.30E-04,18106,NULL,268
1820715,2026/8/19 15:20,MW2045B34384,A45,NULL,5,NULL,A00341,-0.04033,51903.6,51645.3,3.24E+00,7.10E-04,18658,NULL,268
1820714,2026/8/19 15:20,MW2045B26740,CHH,NULL,20,                    ,A04928,-0.03515,50710.3,53347.8,3.24E+00,6.40E-04,18180,NULL,268
1820713,2026/8/19 15:19,MW2045B34382,AC20,NULL,10,NULL,A00341,-0.02815,53655.9,50287.4,3.24E+00,8.40E-04,18687,NULL,268
1820712,2026/8/19 15:19,MW2045B26735,CHH,NULL,20,                    ,A04928,-0.03029,52215.3,54313.2,3.24E+00,6.60E-04,18152,NULL,268
1820711,2026/8/19 15:19,MW2045B24706,AC20,NULL,10,                    ,A04928,-0.00748,51391.5,52795.1,3.24E+00,8.20E-04,18065,NULL,268
1820710,2026/8/19 15:19,MW2045B53134,AC20,NULL,10,NULL,A00341,-0.03476,54842.4,54834.9,3.24E+00,8.20E-04,18603,NULL,268
1820709,2026/8/19 15:19,MW2045B52995,O,NULL,1,                    ,A22996,-0.02244,50667.9,51277.6,3.24E+00,9.30E-04,18081,NULL,268
1820708,2026/8/19 15:18,MW2045B34380,A46,NULL,6,NULL,A00341,-0.01865,51061.5,53104.2,3.24E+00,7.30E-04,18692,NULL,268
1820707,2026/8/19 15:18,MW2045B34189,O,NULL,1,                    ,A22996,-0.03556,53935.1,51914.8,3.24E+00,9.60E-04,18085,NULL,268
1820706,2026/8/19 15:18,MW2045B34379,AC20,NULL,10,NULL,A00341,-0.01733,52858.5,52666.1,3.24E+00,9.60E-04,18587,NULL,268
1820705,2026/8/19 15:18,MW2045B52994,O,NULL,1,                    ,A22996,-0.02314,51286.8,53318.9,3.24E+00,9.10E-04,17990,NULL,268
1820704,2026/8/19 15:17,MW2045B34378,AC20,NULL,10,NULL,A00341,-0.02383,53987.1,52260.2,3.24E+00,9.10E-04,18683,NULL,268
1820703,2026/8/19 15:17,MW2045B34194,O,NULL,1,                    ,A22996,-0.0495,54824.7,54864.7,3.24E+00,1.10E-03,18164,NULL,268
1820702,2026/8/19 15:17,MW2045B53033,A45,NULL,5,NULL,A00341,-0.03577,52152.9,50953.6,3.24E+00,7.80E-04,18515,NULL,268
1820701,2026/8/19 15:17,MW2045B52993,O,NULL,1,                    ,A22996,-0.02482,52508.8,53187.8,3.24E+00,9.10E-04,18028,NULL,268
1820700,2026/8/19 15:17,MW2045B52975,A45,NULL,5,NULL,A00341,-0.0294,52235.4,52300.6,3.24E+00,7.90E-04,18597,NULL,268
1820699,2026/8/19 15:16,MW2045B34181,O,NULL,1,                    ,A22996,-0.02906,54345.6,52030.4,3.24E+00,1.01E-03,17981,NULL,268
1820698,2026/8/19 15:16,MW2045B52974,AC20,NULL,10,NULL,A00341,-0.01871,51928.5,54451.3,3.24E+00,8.30E-04,18603,NULL,268
1820697,2026/8/19 15:16,MW2045B52992,O,NULL,1,                    ,A22996,-0.01511,50257.7,51191.3,3.24E+00,9.00E-04,18076,NULL,268
1820696,2026/8/19 15:16,MW2045B32103,O,NULL,1,NULL,A07165,-0.01827,53035.2,50792.9,3.24E+00,6.00E-04,18764,NULL,268
1820695,2026/8/19 15:16,MW2045B34398,O,NULL,1,                    ,A22996,-0.02955,51920.2,53668.6,3.24E+00,8.50E-04,18250,NULL,268
1820694,2026/8/19 15:15,MW2045B37010,AC20,NULL,10,NULL,A07165,-0.02231,50992.7,51607.8,3.24E+00,8.10E-04,18830,NULL,268
1820693,2026/8/19 15:15,MW2045B34397,O,NULL,1,                    ,A22996,-0.02295,53703.9,51710.4,3.24E+00,1.01E-03,18214,NULL,268
1820692,2026/8/19 15:15,MW2045B53151,O,NULL,1,                    ,A22996,-0.01746,53724.9,50166.6,3.24E+00,8.90E-04,18107,NULL,268
1820691,2026/8/19 15:15,MW2044B01391,O,NULL,1,NULL,A07165,-0.03067,52072.7,50948.2,3.24E+00,5.20E-04,18774,NULL,268
1820690,2026/8/19 15:14,MW2045B34316,O,NULL,1,                    ,A22996,-0.00388,54256.7,51599.3,3.24E+00,1.05E-03,18184,NULL,268
1820689,2026/8/19 15:14,MW2044B01760,O,NULL,1,NULL,A07165,-0.0332,51054.7,52802.7,3.24E+00,8.70E-04,18632,NULL,268
1820688,2026/8/19 15:14,MW2042B05431,AC20,NULL,10,                    ,A22996,-0.01236,51047.8,54083.8,3.23E+00,8.50E-04,18377,NULL,268
1820687,2026/8/19 15:14,MW2044B01745,O,NULL,1,NULL,A07165,-0.00254,51121.2,52740.4,3.24E+00,8.00E-04,18357,NULL,268
1820686,2026/8/19 15:14,MW2045B63292,O,NULL,1,                    ,A10638,-0.0093,52364.7,50145.3,3.24E+00,7.30E-04,18102,NULL,268
1820685,2026/8/19 15:13,MW2045B53104,O,NULL,1,NULL,A07165,-0.0319,51159.2,52146.9,3.24E+00,8.30E-04,18708,NULL,268
1820684,2026/8/19 15:13,MW2045B63253,O,NULL,1,                    ,A10638,-0.01709,51906.4,53683.3,3.24E+00,8.50E-04,18151,NULL,268
1820683,2026/8/19 15:13,MW2044B01392,O,NULL,1,NULL,A07165,-0.03896,54696.4,51308.8,3.24E+00,5.30E-04,18677,NULL,268
1820682,2026/8/19 15:13,MW2045B63255,O,NULL,1,                    ,A10638,-0.02143,50746.4,53986.9,3.24E+00,8.10E-04,18202,NULL,268
1820681,2026/8/19 15:12,MW2044B01759,O,NULL,1,NULL,A07165,0.01195,50780.3,50716.7,3.24E+00,8.10E-04,18716,NULL,268
1820680,2026/8/19 15:12,MW2045B63254,O,NULL,1,                    ,A10638,-0.02766,52582.6,51656.1,3.24E+00,8.00E-04,18091,NULL,268
1820679,2026/8/19 15:12,MW2044B01511,O,NULL,1,NULL,A07165,0.00785,54605.5,51649.3,3.24E+00,7.60E-04,18662,NULL,268
1820678,2026/8/19 15:12,MW2045B63302,O,NULL,1,                    ,A10638,-0.02551,54857.7,51150.3,3.24E+00,7.70E-04,18105,NULL,268
1820677,2026/8/19 15:11,MW2045B09953,O,NULL,1,NULL,A07165,0.01325,54353.2,50244.4,3.23E+00,7.70E-04,18684,NULL,268
1820676,2026/8/19 15:11,MW2045B63305,O,NULL,1,                    ,A10638,0.00746,50700.1,53309.1,3.24E+00,8.60E-04,18294,NULL,268
